ticket_id,short_description,description,category,assignment_group,resolution
INC1000095,Slack is missing a feature after update,David reported that Slack on Windows 10 no longer displays a previously available menu option after the last update. This is impacting their ability to complete daily tasks. Issue started on 2026-09-02.,Software,Application Support,Confirmed the feature was moved in the latest Slack update and guided the user to its new location; issue resolved via user education. User confirmed resolution. Time to resolve: next business day.
INC1000096,Azure VM: access issue,Jeremy Thornton cannot access a Azure VM they were previously able to reach. Submitted on 2025-10-31.,Cloud Services,Cloud Infrastructure,Corrected an IAM policy that had inadvertently restricted access to the Azure VM; access confirmed restored. Time to resolve: 4 hours.
INC1000097,Malware detection alert detected,Security monitoring system flagged a malware detection alert originating from IP 192.168.18.114 associated with Daniel's account. Reported/detected on 2026-05-19.,Security,Security Operations,"Investigated the malware detection alert, confirmed it was a false positive triggered by a new device login, and whitelisted the device after verification. Incident closed after confirming no further malicious activity. Time to resolve: 15 minutes."
INC1000098,Email issue: unable to send emails,Brandi reported that they are receiving a non-delivery report (NDR) when trying to send emails to external recipients. First noticed on 2025-01-02.,Email,Service Desk,Identified that the domain was temporarily blacklisted by the recipient's mail server; submitted delisting request and confirmed emails are now delivering. Confirmed with Brandi that the issue is resolved. Time to resolve: 30 minutes.
INC1000099,AutoCAD access revocation,Eric Nolan has changed roles and no longer requires access to AutoCAD. Request submitted on 2025-02-16 with approval workflow initiated.,Access Management,Identity & Access Management,Revoked AutoCAD access in accordance with least-privilege policy and updated access records. Estimated resolution time: next business day.
INC1000100,Telephony: voicemail not working,"John at Berlin Office reported that their phone is unable to access voicemail, receiving an authentication error. Reported on 2024-11-30.",Telephony,Desktop Support,Reset voicemail PIN and reconfigured voicemail box settings; user confirmed access restored. Time to resolve: 1 business day.
INC1000101,OneDrive is running very slowly,Kimberly reported that OneDrive on macOS Ventura takes several minutes to load and respond to user input. This is impacting their ability to complete daily tasks. Issue started on 2026-06-24.,Software,Service Desk,"Cleared temporary files, disabled unnecessary startup add-ins, and updated OneDrive to the latest version; performance improved significantly. User confirmed resolution. Time to resolve: 15 minutes."
INC1000102,AnalyticsDB backup failure,Marc Moore scheduled nightly backup job for AnalyticsDB failed to complete. Reported on 2026-07-27. Impact assessed as affecting downstream reporting.,Database,Database Administration,"Identified insufficient disk space on the backup volume for AnalyticsDB, freed up space, and re-ran the backup successfully. Time to resolve: 2 hours."
INC1000103,CustomerDataWarehouse access request to database,Vanessa Cochran requires read access to CustomerDataWarehouse for a reporting project. Reported on 2026-06-22. Impact assessed as affecting downstream reporting.,Database,Database Administration,Granted read-only access to CustomerDataWarehouse following DBA and data owner approval. Time to resolve: next business day.
INC1000104,Wireless mouse is overheating,Angel at Bengaluru Office reported that their wireless mouse (asset tag AST-26011) shuts down unexpectedly after running for 20-30 minutes due to overheating. Issue first observed on 2026-03-08. Requesting hardware support to resolve.,Hardware,Field Services,Cleaned dust from internal vents and reapplied thermal paste on wireless mouse (asset AST-26011); temperatures now within normal range. Verified with Angel that the issue is resolved. Estimated resolution time: 30 minutes.
INC1000105,SAP ERP password reset,Timothy Pham is unable to log in and has requested a password reset for SAP ERP. Request submitted on 2026-04-14 with approval workflow initiated.,Access Management,Identity & Access Management,Reset password for SAP ERP account and sent temporary credentials securely to the user; user confirmed successful login. Estimated resolution time: 2 hours.
INC1000106,Wi-fi connectivity is intermittent,Daniel at Sydney Office (IP 10.113.226.213) experiencing intermittent drops in Wi-Fi connectivity every few minutes. Reported on 2025-02-08. Business impact: unable to access internal resources reliably.,Network,Network Operations,Replaced a faulty network cable and updated firmware on the access point serving Wi-Fi connectivity; connection now stable. Confirmed resolution with Daniel. Total time to resolve: 2 hours.
INC1000107,InventoryDB account locked out,Hannah Hoover account is locked out after multiple failed login attempts to InventoryDB. Request submitted on 2025-07-04 with approval workflow initiated.,Access Management,Service Desk,Verified user identity and unlocked the account for InventoryDB; advised user to reset password via self-service portal. Estimated resolution time: 15 minutes.
INC1000108,Email issue: mailbox full,Joshua reported that they are receiving a mailbox quota exceeded warning and cannot receive new emails. First noticed on 2024-11-05.,Email,Email Administration,Increased mailbox quota and assisted user in archiving older emails to a PST file; mailbox now within limits. Confirmed with Joshua that the issue is resolved. Time to resolve: 4 hours.
INC1000109,Vpn connection connectivity is down,Kerri at London Office (IP 172.28.202.42) reports complete loss of connectivity affecting VPN connection. Reported on 2026-01-25. Business impact: unable to access internal resources reliably.,Network,Network Operations,Identified a misconfigured route on the core switch affecting VPN connection; corrected configuration and restored connectivity. Confirmed resolution with Kerri. Total time to resolve: next business day.
INC1000110,Salesforce account locked out,Erin Johnson account is locked out after multiple failed login attempts to Salesforce. Request submitted on 2026-09-04 with approval workflow initiated.,Access Management,Service Desk,Verified user identity and unlocked the account for Salesforce; advised user to reset password via self-service portal. Estimated resolution time: 4 hours.
INC1000111,Scanner won't power on,Benjamin at Singapore Office reported that their scanner (asset tag AST-78955) does not power on when the power button is pressed. Issue first observed on 2025-11-26. Requesting hardware support to resolve.,Hardware,Desktop Support,Replaced faulty power supply unit on scanner (asset AST-78955) and confirmed device powers on normally. Verified with Benjamin that the issue is resolved. Estimated resolution time: 30 minutes.
